Nr. ;Datum; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  E-Mail ;  Newsletter
811;05.03.2016; Frau ; Dr. ; Nadine ; Lührs ; 17.5.1948 ; Kurze Str. 192 ;49777; Klein Berßen ; 05965 / 16465208 ; 0157 / 3576948 ; 05965 / 35827380 ; nadine.luehrs@mail.xyz ; ja
812;29.06.2016; Herr ; Dr. ; Leo ; Abraham ; 12.5.1988 ; Im Draum 123 ;12439; Treptow-Köpenick ; 030 / 22231317 ; 0166 / 9940316 ; 030 / 76651226 ; leo.abraham@mail.xyz ; ja
813;09.01.2016; Frau ; Prof. ; Stella ; Knight ; 28.6.1976 ; Augustastr. 31 ;25355; Barmstedt ; 04123 / 47986336 ; 0178 / 3978140 ; 04123 / 65566385 ; stella.knight@mail.xyz ; ja
814;22.10.2016; Frau ; Dr. ; Kristin ; Lambertz ; 21.3.1995 ; Kröver Str. 72 ;88263; Horgenzell ; 07504 / 80785222 ; 0171 / 3684242 ; 07504 / 34385004 ; kristin.lambertz@mail.xyz ; ja
815;14.11.2016; Herr ; Dr. ; Hendrik ; Swanson ; 20.9.1946 ; Christinastr. 120 ;16359; Lanke ; 03337 / 236885 ; 0169 / 5346096 ; 03337 / 22580452 ; hendrik.swanson@mail.xyz ; ja
816;12.01.2016; Frau ; Dr. ; Kirsten ; Matthes ; 23.8.1970 ; Am Nubbenberg 31 ;55490; Woppenroth ; 06763 / 70811945 ; 0158 / 5358332 ; 06763 / 77754149 ; k.matthes@mail.xyz ; ja
817;08.05.2016; Frau ; Prof. ; Gertrud ; Reischl ; 2.5.1995 ; Mariendorfer Str. 156 ;23911; Salem ; 04547 / 99543697 ; 0166 / 8652852 ; 04547 / 93775646 ; gertrud.reischl@mail.xyz ; ja
818;12.05.2016; Herr ; Prof. ; Henning ; Obermüller ; 10.12.1954 ; Dahlienweg 34 ;89281; Altenstadt ; 08337 / 4114930 ; 0156 / 5509156 ; 08337 / 5649123 ; henning.obermueller@mail.xyz ; ja
819;07.12.2016; Herr ; Dr. ; Roman ; Sass ; 2.8.1968 ; Osthuesheide 27 ;29416; Riebau ; 03901 / 68351132 ; 0152 / 3449777 ; 03901 / 48745026 ; roman.sass@mail.xyz ; ja
820;18.12.2016; Herr ; Dr. ; Miguel ; Hillebrandt ; 20.2.1983 ; Methweg 89 ;24402; Esgrus ; 04632 / 75091540 ; 0151 / 8247582 ; 04632 / 10291633 ; miguel.hillebrandt@mail.xyz ; ja
821;05.12.2016; Frau ; Dr. ; Teresa ; Leber ; 3.12.1948 ; Janningsweg 88 ;86756; Reimlingen ; 09081 / 27402633 ; 0156 / 9733202 ; 09081 / 80077426 ; teresa.leber@mail.xyz ; ja
822;26.10.2016; Herr ; Dr. ; Emre ; Schreiber ; 14.6.1987 ; Steinkamp 129 ;69198; Schriesheim ; 06203 / 8038201 ; 0159 / 7418706 ; 06203 / 43124409 ; emre.schreiber@mail.xyz ; ja
823;04.09.2016; Herr ; Dr. ; Michel ; Pauls ; 13.12.1956 ; Magdalenenstr. 16 ;67705; Trippstadt ; 06306 / 47015709 ; 0155 / 8671513 ; 06306 / 50929949 ; michel.pauls@mail.xyz ; ja
824;15.02.2016; Frau ; Prof. ; Angela ; Coleman ; 27.9.1972 ; Offenbergstr. 110 ;52396; Heimbach ; 02446 / 41480163 ; 0179 / 8004247 ; 02446 / 61078626 ; a.coleman@mail.xyz ; ja
825;07.07.2016; Herr ; Dr. ; Ricardo ; Neuberger ; 15.4.1947 ; Fresnostr. 11 ;25884; Sollwitt ; 04843 / 93690608 ; 0164 / 7387535 ; 04843 / 98844975 ; r.neuberger@mail.xyz ; ja
826;30.05.2016; Herr ; Dr. ; Ali ; Edwards ; 23.1.1996 ; Werkstattstr. 74 ;24582; Schönbek ; 04322 / 74263807 ; 0166 / 7893298 ; 04322 / 35107013 ; a.edwards@mail.xyz ; ja
827;13.03.2016; Herr ; Dr. ; Liam ; Vega ; 10.2.1970 ; Salzmannstr. 137 ;67482; Freimersheim ; 06323 / 6386741 ; 0167 / 1006871 ; 06323 / 57034130 ; l.vega@mail.xyz ; ja
828;13.11.2016; Herr ; Dr. ; Luka ; Wieczorek ; 1.5.1980 ; Salzmannstr. 90 ;19089; Wessin ; 03863 / 79377503 ; 0156 / 9931123 ; 03863 / 9243675 ; l.wieczorek@mail.xyz ; ja
829;28.03.2016; Herr ; Dr. ; Franz ; Russell ; 18.10.1961 ; Neusser Str. 70 ;29690; Buchholz ; 05071 / 14604156 ; 0168 / 3803505 ; 05071 / 63126851 ; franz.russell@mail.xyz ; ja
830;11.09.2016; Frau ; Dr. ; Ida ; Layer ; 4.9.1972 ; Kempener Str. 119a ;54518; Esch ; 06571 / 66728776 ; 0176 / 6000203 ; 06571 / 17311306 ; ida.layer@mail.xyz ; ja
831;22.11.2016; Herr ; Dr. ; Philipp ; Rath ; 20.6.1928 ; Schmittingheide 163a ;76891; Bundenthal ; 06394 / 39498328 ; 0173 / 6435162 ; 06394 / 58278136 ; philipp.rath@mail.xyz ; ja
832;11.05.2016; Frau ; Dr. ; Ute ; Warnke ; 21.9.1958 ; Heinrichstr. 54 ;73540; Heubach ; 07173 / 70722519 ; 0153 / 2763695 ; 07173 / 34281637 ; ute.warnke@mail.xyz ; ja
833;29.05.2016; Herr ; Dr. ; Horst ; Held ; 20.9.1930 ; Eifelstr. 29 ;29225; Celle ; 05141 / 561415 ; 0152 / 3298936 ; 05141 / 33971529 ; h.held@mail.xyz ; ja
834;30.06.2016; Frau ; Prof. ; Rebecca ; Schäfers ; 15.11.1965 ; Buldernweg 2 ;76857; Eußerthal ; 06346 / 12886379 ; 0156 / 9078668 ; 06346 / 34164567 ; rebecca.schaefers@mail.xyz ; ja
835;09.07.2016; Herr ; Prof. ; Henrik ; Pross ; 3.9.1951 ; Theodor-Heuss-Ring 180 ;79599; Wittlingen ; 07621 / 27346547 ; 0171 / 6815457 ; 07621 / 27300259 ; henrik.pross@mail.xyz ; ja
836;18.07.2016; Herr ; Dr. ; Joachim ; Hille ; 13.7.1942 ; Marderweg 16a ;72663; Großbettlingen ; 07022 / 43916130 ; 0174 / 5786606 ; 07022 / 81210826 ; joachim.hille@mail.xyz ; ja
837;03.09.2016; Frau ; Dr. ; Sigrid ; Ryan ; 26.1.1930 ; Ölbergstr. 138 ;67808; Steinbach am Donnersberg ; 06302 / 58140242 ; 0165 / 3156922 ; 06302 / 8053908 ; sigrid.ryan@mail.xyz ; ja
838;29.06.2016; Frau ; Dr. ; Marlis ; Kaul ; 19.2.1994 ; Piusallee 171 ;95473; Haag ; 09270 / 57155338 ; 0178 / 5085786 ; 09270 / 71959927 ; m.kaul@mail.xyz ; ja
839;24.12.2016; Herr ; Dr. ; Günther ; Gerner ; 1.4.1962 ; Landoisstr. 64 ;6543; Stangerode ; 03473 / 3667900 ; 0159 / 9750563 ; 03473 / 11706802 ; g.gerner@mail.xyz ; ja
840;12.02.2016; Frau ; Dr. ; Leonie ; Hertel ; 13.11.1977 ; Im Draum 151 ;7745; Jena ; 03641 / 2451107 ; 0171 / 7518954 ; 03641 / 89470292 ; l.hertel@mail.xyz ; ja
841;04.11.2016; Frau ; Dr. ; Ivonne ; Love ; 16.11.1972 ; Oscar-Wilde-Str. 85 ;76437; Rastatt ; 07222 / 35536232 ; 0172 / 9173778 ; 07222 / 5320944 ; i.love@mail.xyz ; ja
842;13.11.2016; Frau ; Dr. ; Carolin ; Demmler ; 21.4.1949 ; Templerweg 172 ;66981; Münchweiler an der Rodalb ; 06395 / 57298510 ; 0168 / 1170494 ; 06395 / 21011054 ; carolin.demmler@mail.xyz ; ja
843;13.10.2016; Frau ; Dr. ; Emilia ; Cohen ; 7.8.1924 ; Ripenhorst 88a ;27243; Beckeln ; 04434 / 45947438 ; 0170 / 6195646 ; 04434 / 70906332 ; emilia.cohen@mail.xyz ; ja
844;19.08.2016; Frau ; Dr. ; Klara ; Moody ; 5.2.1933 ; Handorfer Str. 33 ;73249; Wernau ; 07153 / 55309539 ; 0173 / 9931830 ; 07153 / 55106812 ; k.moody@mail.xyz ; ja
845;28.09.2016; Herr ; Dr. ; Günther ; Kreutz ; 28.4.1959 ; Starweg 123 ;55606; Hochstetten-Dhaun ; 06752 / 37114265 ; 0152 / 4486014 ; 06752 / 2797743 ; guenther.kreutz@mail.xyz ; ja
846;28.03.2016; Herr ; Dr. ; Fabian ; Layer ; 15.6.1971 ; Nieland 84 ;80336; München ; 089 / 75662708 ; 0160 / 6176848 ; 089 / 89682685 ; fabian.layer@mail.xyz ; ja
847;23.05.2016; Herr ; Dr. ; Mads ; Kaul ; 14.7.1940 ; Agrippastr. 104 ;87647; Unterthingau ; 08377 / 29626876 ; 0159 / 3988955 ; 08377 / 24546680 ; m.kaul@mail.xyz ; ja
848;22.08.2016; Frau ; Dr. ; Sylvia ; Oberländer ; 9.4.1998 ; Ostmarkstr. 150 ;57578; Elkenroth ; 02747 / 18287329 ; 0166 / 4577668 ; 02747 / 7714766 ; s.oberlaender@mail.xyz ; ja
849;03.04.2016; Herr ; Prof. ; Frederic ; Schumann ; 27.3.1923 ; Rückertstr. 97 ;19069; Zickhusen ; 03867 / 28598694 ; 0171 / 2649589 ; 03867 / 46901238 ; frederic.schumann@mail.xyz ; ja
850;06.03.2016; Herr ; Dr. ; Franz ; Franke ; 13.6.1946 ; Am Wigbold 114 ;24876; Hollingstedt ; 04627 / 40025814 ; 0166 / 1745707 ; 04627 / 10222000 ; franz.franke@mail.xyz ; ja
851;10.06.2016; Frau ; Dr. ; Lea ; Stenzel ; 19.6.1934 ; Ripenhorst 34a ;56346; Sankt Goarshausen ; 06771 / 467342 ; 0169 / 8730043 ; 06771 / 10362865 ; l.stenzel@mail.xyz ; ja
852;07.06.2016; Frau ; Dr. ; Vivien ; Dehne ; 8.5.1991 ; Am Oedingteich 84 ;82069; Schäftlarn ; 08178 / 77875798 ; 0177 / 3780495 ; 08178 / 22367950 ; vivien.dehne@mail.xyz ; ja
853;03.11.2016; Frau ; Dr. ; Lea ; Jörg ; 9.7.1992 ; Am Berler Kamp 55 ;56348; Dörscheid ; 06771 / 12702033 ; 0151 / 3131236 ; 06771 / 95989419 ; lea.joerg@mail.xyz ; ja
854;15.03.2016; Herr ; Dr. ; Leif ; Schaffer ; 25.12.1980 ; Geiststr. 54a ;24794; Bünsdorf ; 04356 / 57047003 ; 0163 / 2781803 ; 04356 / 36031206 ; leif.schaffer@mail.xyz ; ja
855;01.06.2016; Herr ; Dr. ; Lion ; Tran ; 18.1.1957 ; Manfred-von-Richthofen-Str. 132 ;54619; Roscheid ; 06550 / 14359102 ; 0176 / 2147173 ; 06550 / 26894946 ; l.tran@mail.xyz ; ja
856;09.02.2016; Herr ; Dr. ; Henri ; Schädler ; 8.3.1959 ; Bielefelder Str. 47 ;14473; Potsdam ; 0331 / 97636972 ; 0155 / 6455101 ; 0331 / 22395887 ; henri.schaedler@mail.xyz ; ja
857;24.12.2016; Frau ; Dr. ; Kaja ; Hart ; 19.10.1938 ; Am Blütenhain 2 ;97285; Tauberrettersheim ; 09338 / 74149781 ; 0150 / 1239745 ; 09338 / 29641768 ; kaja.hart@mail.xyz ; ja
858;22.12.2016; Herr ; Dr. ; Joshua ; Wehrle ; 25.3.1993 ; Neusser Str. 33 ;72336; Balingen ; 07433 / 13019609 ; 0173 / 8586637 ; 07433 / 83296358 ; joshua.wehrle@mail.xyz ; ja
859;02.08.2016; Herr ; Dr. ; Rainer ; Kühnel ; 28.2.1929 ; Fresnostr. 92 ;66851; Mittelbrunn ; 06371 / 362247 ; 0168 / 3233992 ; 06371 / 93648101 ; rainer.kuehnel@mail.xyz ; ja
860;10.01.2016; Herr ; Prof. ; Joerg ; Figueroa ; 3.12.1948 ; Handorfer Str. 133 ;25881; Tümlauer Koog ; 04862 / 67106801 ; 0172 / 7075294 ; 04862 / 95434423 ; joerg.figueroa@mail.xyz ; ja
861;27.04.2016; Herr ; Dr. ; Bennett ; Leibold ; 20.7.1938 ; Arnheimweg 138 ;38889; Wienrode ; 03944 / 34374820 ; 0167 / 3948673 ; 03944 / 70200451 ; bennett.leibold@mail.xyz ; ja
862;16.10.2016; Herr ; Dr. ; Ulrich ; Bucher ; 18.5.1971 ; Scheibenstr. 26 ;25746; Lohe-Rickelshof ; 0481 / 82087519 ; 0170 / 9899914 ; 0481 / 1485756 ; ulrich.bucher@mail.xyz ; ja
863;13.02.2016; Frau ; Dr. ; Stella ; Provinzial ; 2.11.1960 ; Hofstr. 185 ;22959; Linau ; 04154 / 3915182 ; 0164 / 2183347 ; 04154 / 47720774 ; stella.provinzial@mail.xyz ; ja
864;22.02.2016; Frau ; Dr. ; Natalie ; Seibold ; 19.12.1957 ; Nieland 182 ;39606; Königsmark ; 03937 / 89678407 ; 0171 / 3221959 ; 03937 / 50818770 ; n.seibold@mail.xyz ; ja
865;16.01.2016; Herr ; Dr. ; Muhammed ; Motz ; 7.3.1993 ; Alte Apotheke 138 ;91230; Happurg ; 09151 / 22347056 ; 0151 / 4795071 ; 09151 / 3934525 ; muhammed.motz@mail.xyz ; ja
866;11.07.2016; Frau ; Prof. ; Carolin ; Alvarez ; 26.8.1950 ; Möserweg 129 ;67591; Mölsheim ; 06243 / 93880070 ; 0178 / 8687420 ; 06243 / 61380471 ; carolin.alvarez@mail.xyz ; ja
867;20.06.2016; Herr ; Prof. ; Frederic ; Stumpf ; 16.1.1994 ; Kochwiesenstr. 133 ;57632; Walterschen ; 02685 / 50909349 ; 0161 / 5126128 ; 02685 / 44252921 ; f.stumpf@mail.xyz ; ja
868;19.11.2016; Frau ; Prof. ; Xenia ; Kapp ; 10.12.1935 ; Heinrichstr. 30 ;31840; Hessisch Oldendorf ; 05152 / 60728689 ; 0164 / 1976230 ; 05152 / 66578735 ; x.kapp@mail.xyz ; ja
869;14.06.2016; Frau ; Dr. ; Svenja ; Steffens ; 8.3.1946 ; Rückertstr. 70 ;54655; Etteldorf ; 06563 / 5432703 ; 0168 / 8610049 ; 06563 / 13129760 ; s.steffens@mail.xyz ; ja
870;30.06.2016; Herr ; Dr. ; Sebastian ; Mäder ; 11.9.1942 ; Mecklenbecker Str. 129 ;90419; Nürnberg ; 0911 / 37247203 ; 0152 / 1673377 ; 0911 / 26767605 ; s.maeder@mail.xyz ; ja
871;13.05.2016; Herr ; Prof. ; Theo ; Roberts ; 28.11.1981 ; Starweg 79 ;56566; Neuwied ; 02631 / 76544391 ; 0177 / 1524155 ; 02631 / 68506145 ; theo.roberts@mail.xyz ; ja
872;27.03.2016; Frau ; Prof. ; Isabelle ; Seiler ; 27.1.1935 ; Am Filk 172 ;17036; Neubrandenburg ; 0395 / 65725101 ; 0178 / 4806481 ; 0395 / 33709876 ; i.seiler@mail.xyz ; ja
873;06.06.2016; Frau ; Dr. ; Ayleen ; Pawlowski ; 14.5.1993 ; Erpeler Str. 85 ;67549; Worms ; 06241 / 76243946 ; 0157 / 9287416 ; 06241 / 61989572 ; ayleen.pawlowski@mail.xyz ; ja
874;28.09.2016; Frau ; Dr. ; Stella ; Haller ; 19.12.1950 ; Offerkämpe 41 ;74538; Rosengarten ; 0791 / 56347842 ; 0167 / 6729088 ; 0791 / 24011267 ; stella.haller@mail.xyz ; ja
875;10.01.2016; Herr ; Dr. ; Kian ; Baumeister ; 24.11.1956 ; Mondstr. 46 ;68723; Plankstadt ; 06202 / 15009911 ; 0164 / 8960723 ; 06202 / 26483206 ; kian.baumeister@mail.xyz ; ja
876;30.05.2016; Frau ; Dr. ; Liv ; Bald ; 21.12.1935 ; Kröver Str. 134 ;69123; Heidelberg ; 06221 / 20596048 ; 0179 / 8216211 ; 06221 / 52730136 ; l.bald@mail.xyz ; ja
877;05.03.2016; Frau ; Dr. ; Linn ; Fricke ; 27.7.2000 ; Kappenberger Damm 145 ;24647; Ehndorf ; 04321 / 41232140 ; 0159 / 2545772 ; 04321 / 55204594 ; l.fricke@mail.xyz ; ja
878;23.05.2016; Frau ; Dr. ; Svea ; Sommerfeld ; 13.12.1964 ; Försterstr. 101 ;23738; Kabelhorst ; 04363 / 49481388 ; 0163 / 1097545 ; 04363 / 41088711 ; s.sommerfeld@mail.xyz ; ja
879;24.10.2016; Frau ; Dr. ; Melissa ; Fast ; 22.3.1969 ; Weißenburgstr. 59 ;88457; Kirchdorf an der Iller ; 07354 / 86257443 ; 0162 / 5107848 ; 07354 / 507351 ; m.fast@mail.xyz ; ja
880;13.02.2016; Herr ; Dr. ; Georg ; Dannenberg ; 16.12.1921 ; Zülpicher Str. 88 ;55270; Sörgenloch ; 06136 / 93629174 ; 0177 / 8237512 ; 06136 / 92687504 ; g.dannenberg@mail.xyz ; ja
881;03.07.2016; Herr ; Dr. ; Axel ; Mühlbaür ; 9.12.1937 ; Böttcherstr. 108 ;96123; Pödeldorf ; 09505 / 99723857 ; 0157 / 8560248 ; 09505 / 45858670 ; a.muehlbauer@mail.xyz ; ja
882;03.06.2016; Frau ; Dr. ; Bärbel ; Strahl ; 18.8.1946 ; Hülsebrockstr. 153 ;54636; Hüttingen an der Kyll ; 06561 / 41773589 ; 0171 / 1707195 ; 06561 / 63843332 ; baerbel.strahl@mail.xyz ; ja
883;09.02.2016; Herr ; Dr. ; Mohamed ; Hale ; 6.11.1992 ; Gleueler Str. 66 ;64754; Hesseneck ; 06276 / 19150163 ; 0174 / 4444190 ; 06276 / 99853823 ; mohamed.hale@mail.xyz ; ja
884;08.02.2016; Herr ; Prof. ; Axel ; Reichert ; 9.9.1999 ; Straßburger Weg 107 ;52396; Heimbach ; 02446 / 56045064 ; 0166 / 8767870 ; 02446 / 69478047 ; a.reichert@mail.xyz ; ja
885;12.11.2016; Herr ; Dr. ; Yannis ; Schwartz ; 12.3.1933 ; Wiedehagen 10 ;91487; Vestenbergsgreuth ; 09552 / 84689790 ; 0164 / 6017986 ; 09552 / 5485380 ; yannis.schwartz@mail.xyz ; ja
886;15.09.2016; Frau ; Dr. ; Nora ; Gassmann ; 7.7.1935 ; Kirchstr. 50 ;25782; Hövede ; 04838 / 36217648 ; 0150 / 5867538 ; 04838 / 98542005 ; n.gassmann@mail.xyz ; ja
887;22.06.2016; Herr ; Prof. ; Moritz ; Bartl ; 18.10.1967 ; Friesenring 180 ;23823; Seedorf ; 04555 / 13444000 ; 0162 / 4918276 ; 04555 / 85420508 ; m.bartl@mail.xyz ; ja
888;26.02.2016; Herr ; Dr. ; Bernhardt ; Steinberg ; 21.8.1996 ; Franz-Peter-Kürten-Weg 121 ;66869; Kusel ; 06381 / 13437574 ; 0154 / 3100592 ; 06381 / 4576894 ; bernhardt.steinberg@mail.xyz ; ja
889;19.05.2016; Frau ; Prof. ; Beate ; Heinz ; 14.10.1980 ; Marsweg 94a ;55444; Schweppenhausen ; 06724 / 34766629 ; 0150 / 6494263 ; 06724 / 15483663 ; beate.heinz@mail.xyz ; ja
890;09.09.2016; Frau ; Dr. ; Linda ; Schaarschmidt ; 10.3.1997 ; Enschedeweg 12 ;13403; Reinickendorf ; 030 / 18458309 ; 0160 / 2982563 ; 030 / 65494535 ; l.schaarschmidt@mail.xyz ; ja
891;22.03.2016; Frau ; Dr. ; Doris ; Weise ; 19.4.1968 ; Altenhofer Weg 118a ;67281; Bissersheim ; 06359 / 77085863 ; 0153 / 7024042 ; 06359 / 72355551 ; d.weise@mail.xyz ; ja
892;03.11.2016; Frau ; Dr. ; Juliana ; Fett ; 28.4.1974 ; Steinfurter Str. 37 ;50829; Köln ; 0221 / 95706321 ; 0153 / 5673568 ; 0221 / 85072712 ; j.fett@mail.xyz ; ja
893;08.09.2016; Frau ; Dr. ; Mathilda ; Foster ; 9.8.1926 ; Rüschhausweg 136 ;55481; Hecken ; 06763 / 8218199 ; 0162 / 1570497 ; 06763 / 43839967 ; mathilda.foster@mail.xyz ; ja
894;29.01.2016; Herr ; Prof. ; Mohamed ; Layer ; 10.2.1988 ; Hindenburgplatz 16 ;6618; Casekirchen ; 03445 / 44494859 ; 0167 / 7503116 ; 03445 / 27607433 ; m.layer@mail.xyz ; ja
895;01.08.2016; Frau ; Dr. ; Leonie ; Schaarschmidt ; 18.1.1960 ; Steinkamp 182 ;90478; Nürnberg ; 0911 / 19184741 ; 0169 / 5765666 ; 0911 / 37929821 ; leonie.schaarschmidt@mail.xyz ; ja
896;28.11.2016; Herr ; Dr. ; Thomas ; König ; 18.12.1943 ; Mecklenbecker Str. 134 ;34454; Bühle ; 05696 / 69709964 ; 0177 / 2605133 ; 05696 / 40528020 ; t.koenig@mail.xyz ; ja
897;18.07.2016; Herr ; Dr. ; Kai ; Putz ; 11.3.1937 ; Eibenweg 167 ;55599; Siefersheim ; 06703 / 79211845 ; 0176 / 3499697 ; 06703 / 83355500 ; kai.putz@mail.xyz ; ja
898;21.05.2016; Herr ; Prof. ; Keno ; Baltes ; 8.12.1995 ; Johann-Krane-Weg 105 ;63405; Hanau ; 06181 / 408969 ; 0172 / 2309071 ; 06181 / 17571630 ; keno.baltes@mail.xyz ; ja
899;26.07.2016; Frau ; Dr. ; Kira ; Bachmeier ; 9.11.1947 ; An den Mühlen 143 ;3222; Ragow ; 03542 / 75547948 ; 0169 / 9418546 ; 03542 / 5916578 ; k.bachmeier@mail.xyz ; ja
900;10.08.2016; Frau ; Dr. ; Charlotte ; Traub ; 4.2.1994 ; Am Filk 133 ;67724; Gonbach ; 06302 / 22679272 ; 0177 / 3814304 ; 06302 / 3659850 ; c.traub@mail.xyz ; ja
901;18.06.2016; Herr ; Dr. ; Richard ; Hess ; 12.7.1925 ; Rückertstr. 100 ;10963; Berlin ; 030 / 46729690 ; 0164 / 6326270 ; 030 / 21097586 ; r.hess@mail.xyz ; ja
902;25.11.2016; Herr ; Dr. ; Stefan ; Jones ; 1.3.1992 ; Görlitzer Str. 70 ;96346; Wallenfels ; 09262 / 42339436 ; 0157 / 3904468 ; 09262 / 65057945 ; s.jones@mail.xyz ; ja
903;22.07.2016; Herr ; Dr. ; Eric ; Gehrmann ; 1.5.1927 ; Am Berler Kamp 19 ;66131; Saarbrücken ; 0681 / 83532666 ; 0152 / 7969988 ; 0681 / 2908417 ; e.gehrmann@mail.xyz ; ja
904;25.12.2016; Frau ; Dr. ; Anabel ; Daniels ; 23.12.1921 ; Beuelsweg 48 ;27259; Wehrbleck ; 04273 / 53875106 ; 0175 / 8326662 ; 04273 / 84041950 ; anabel.daniels@mail.xyz ; ja
905;08.05.2016; Herr ; Dr. ; Rainer ; Berner ; 6.5.1972 ; Olpener Str. 178 ;24994; Medelby ; 04605 / 16873011 ; 0156 / 4026321 ; 04605 / 78727512 ; r.berner@mail.xyz ; ja
906;20.08.2016; Herr ; Dr. ; Walter ; Glover ; 17.1.1965 ; Magdalenenstr. 160 ;56204; Hillscheid ; 02624 / 62163013 ; 0160 / 7726024 ; 02624 / 50242405 ; walter.glover@mail.xyz ; ja
907;18.04.2016; Herr ; Dr. ; Anthony ; Leonhardt ; 5.5.1920 ; Johanniterstr. 85 ;25355; Barmstedt ; 04123 / 33360507 ; 0174 / 7732620 ; 04123 / 41849499 ; a.leonhardt@mail.xyz ; ja
908;05.08.2016; Herr ; Dr. ; Keno ; Wienand ; 5.10.1951 ; Friedrich-Ebert-Str. 193 ;72658; Bempflingen ; 07123 / 40643793 ; 0163 / 1184048 ; 07123 / 19148231 ; k.wienand@mail.xyz ; ja
909;04.02.2016; Herr ; Dr. ; Ferdinand ; Michels ; 4.10.1980 ; Kerßenbrockstr. 169 ;79359; Riegel am Kaiserstuhl ; 07642 / 77897524 ; 0153 / 3073289 ; 07642 / 50480945 ; f.michels@mail.xyz ; ja
910;02.06.2016; Herr ; Dr. ; Phil ; Watts ; 11.1.1938 ; Wormser Str. 33 ;24878; Lottorf ; 04621 / 1050757 ; 0153 / 6381458 ; 04621 / 10459714 ; p.watts@mail.xyz ; ja
911;16.04.2016; Frau ; Dr. ; Anke ; Lippert ; 5.4.1990 ; Am Blütenhain 57 ;97517; Rannungen ; 09738 / 2268575 ; 0165 / 2914039 ; 09738 / 76828018 ; a.lippert@mail.xyz ; ja
912;15.07.2016; Herr ; Dr. ; Carsten ; Lambrecht ; 10.3.1937 ; Kochwiesenstr. 71 ;9430; Drebach ; 03725 / 14750977 ; 0151 / 6454952 ; 03725 / 66005710 ; c.lambrecht@mail.xyz ; ja
913;07.09.2016; Herr ; Dr. ; Anthony ; Mitchell ; 14.8.1969 ; Am Filk 99 ;54636; Heilenbach ; 06561 / 45832354 ; 0156 / 9644704 ; 06561 / 55371248 ; a.mitchell@mail.xyz ; ja
914;17.07.2016; Frau ; Dr. ; Cornelia ; Wehr ; 25.3.1943 ; Grevener Str. 83 ;66919; Herschberg ; 06375 / 17462915 ; 0172 / 1000130 ; 06375 / 6514956 ; cornelia.wehr@mail.xyz ; ja
915;20.12.2016; Herr ; Prof. ; Sascha ; Volkmann ; 12.9.1926 ; Alte Apotheke 134 ;91634; Wilburgstetten ; 09853 / 63502048 ; 0172 / 5685122 ; 09853 / 44795401 ; s.volkmann@mail.xyz ; ja
916;26.03.2016; Herr ; Dr. ; Mohammed ; Reiss ; 22.12.1929 ; Meesenstiege 26 ;54570; Rockeskyll ; 06591 / 63997408 ; 0174 / 5306249 ; 06591 / 44454461 ; m.reiss@mail.xyz ; ja
917;17.05.2016; Herr ; Dr. ; Damian ; Baltes ; 8.11.1929 ; Olpener Str. 155 ;85416; Langenbach ; 08761 / 23245658 ; 0164 / 3690037 ; 08761 / 19610504 ; d.baltes@mail.xyz ; ja
918;21.04.2016; Herr ; Dr. ; Liam ; Runge ; 13.11.1961 ; Landoisstr. 151 ;75394; Oberreichenbach ; 07051 / 38625420 ; 0159 / 8683035 ; 07051 / 39453067 ; l.runge@mail.xyz ; ja
919;09.04.2016; Frau ; Dr. ; Franziska ; Moss ; 17.12.1928 ; Nieland 49 ;25489; Haselau ; 04129 / 95620153 ; 0152 / 8952158 ; 04129 / 31802596 ; f.moss@mail.xyz ; ja
920;07.08.2016; Frau ; Dr. ; Natalie ; Brinkmann ; 10.2.1958 ; Am Nubbenberg 103 ;50968; Köln ; 0221 / 18395282 ; 0172 / 2476014 ; 0221 / 79590017 ; n.brinkmann@mail.xyz ; ja
921;05.04.2016; Frau ; Dr. ; Pauline ; Denzer ; 2.12.1951 ; Kappenberger Damm 187 ;70806; Kornwestheim ; 07154 / 75416215 ; 0179 / 1826358 ; 07154 / 57428361 ; pauline.denzer@mail.xyz ; ja
922;09.01.2016; Herr ; Dr. ; Till ; Heidenreich ; 2.9.1988 ; Am Dornbusch 118 ;87647; Unterthingau ; 08377 / 69406921 ; 0164 / 9462815 ; 08377 / 4578126 ; t.heidenreich@mail.xyz ; ja
923;01.01.2016; Herr ; Dr. ; Curt ; Olson ; 16.1.1973 ; Augustastr. 2 ;74392; Freudental ; 07143 / 47167983 ; 0173 / 8307355 ; 07143 / 3625318 ; curt.olson@mail.xyz ; ja
924;04.11.2016; Herr ; Dr. ; Jonas ; Schuh ; 28.2.1939 ; Langeworth 83 ;55457; Horrweiler ; 06701 / 98102414 ; 0169 / 4020962 ; 06701 / 26321528 ; j.schuh@mail.xyz ; ja
925;10.05.2016; Frau ; Prof. ; Katarina ; Seyfert ; 15.2.1997 ; Uhuweg 74 ;49479; Ibbenbüren ; 05451 / 34131163 ; 0168 / 4400222 ; 05451 / 57821446 ; katarina.seyfert@mail.xyz ; ja
926;27.12.2016; Herr ; Dr. ; Levin ; Fisher ; 18.6.1937 ; Marktstr. 107a ;23911; Mustin ; 04541 / 59158810 ; 0170 / 4111828 ; 04541 / 6209584 ; levin.fisher@mail.xyz ; ja
